,author_id,author_id_new,conv_id_new,conversation_id,created_at,entities.mentions,id,id_new,in_reply_to_user_id,lang,public_metrics.like_count,public_metrics.quote_count,public_metrics.reply_count,public_metrics.retweet_count,referenced_tweets,reply_settings,source,text,users.created_at,users.description,users.id,users.name,users.public_metrics.followers_count,users.public_metrics.following_count,users.public_metrics.listed_count,users.public_metrics.tweet_count,users.username,users.verified
0,1394628330872348682,author_id: 1394628330872348682,coversation_id: 735770127564607489,735770127564607489,2021-06-21T23:15:02.000Z,"[{'start': 0, 'end': 13, 'username': 'DavidDavisMP', 'id': '2797521996'}, {'start': 14, 'end': 29, 'username': 'davidtphillips', 'id': '19283913'}]",1407114869330096128,id: 1407114869330096128,2797521996,en,0,0,0,0,"[{'type': 'replied_to', 'id': '735770127564607489'}]",everyone,Twitter Web App,"@DavidDavisMP @davidtphillips We had that deal all ready....  
try this one... babe ; First published in 1623
 
This England never did, nor never shall
Lie at the proud foot of a conqueror 
But when it first did help to wound itself 

King John Act 5 Scene 7",2021-05-18T12:18:29.000Z,🌹🇬🇧🇩🇪🇫🇷🇪🇺🇺🇦🌻🏴‍☠️💉 💉💉💉📶💙  💻#FBPE : 3.5% : family motto - non gerunt tibialia et currunt sicut ventus : Grand master of Tea and Toast :,1394628330872348682,𝟙𝟘𝟙𝟘𝟙𝟘 Lord Of the caravan @ Fircombe Hall™,1505,2035,0,28264,Dean24148909,False
1,29412015,author_id: 29412015,coversation_id: 735770127564607489,735770127564607489,2021-04-03T16:57:30.000Z,"[{'start': 0, 'end': 13, 'username': 'DavidDavisMP', 'id': '2797521996'}]",1378391220116975618,id: 1378391220116975618,2797521996,en,0,0,0,0,"[{'type': 'replied_to', 'id': '735770127564607489'}]",everyone,Twitter for iPhone,@DavidDavisMP How do this pan out Double D?,2009-04-07T08:40:50.000Z,Tweets too much. Very sorry. Very #POTBBC. #forgotten80s #thearchers. #BookcaseWatch hashtag starter. Now just the Kent bopper tweet guy.,29412015,Zorro P Freely,1421,2474,39,98815,banalyst,False
2,256303339,author_id: 256303339,coversation_id: 735770127564607489,735770127564607489,2021-03-09T17:35:41.000Z,"[{'start': 0, 'end': 13, 'username': 'DavidDavisMP', 'id': '2797521996'}]",1369341132208021510,id: 1369341132208021510,2797521996,und,0,0,0,0,"[{'type': 'quoted', 'id': '1369337664714010628'}, {'type': 'replied_to', 'id': '735770127564607489'}]",everyone,Twitter Web App,@DavidDavisMP https://t.co/btYAf9ukit,2011-02-23T02:11:02.000Z,"Nationalism is an infantile disease. It is the measles of mankind.

A filthy do-gooder opposing anti-woke no-gooder scum!

RTs not always an endorsement!",256303339,Bruce Ifer #FBPR #FBPA #ProgressiveAlliance 🇺🇦,1200,3416,53,51177,BrucifR76,False
3,4190400286,author_id: 4190400286,coversation_id: 735770127564607489,735770127564607489,2021-01-18T19:53:02.000Z,"[{'start': 0, 'end': 13, 'username': 'DavidDavisMP', 'id': '2797521996'}]",1351256305298771970,id: 1351256305298771970,2797521996,en,0,0,0,0,"[{'type': 'replied_to', 'id': '735770127564607489'}]",everyone,Twitter for iPad,@DavidDavisMP A take that aged like milk 😂,2015-11-15T01:05:12.000Z,"🇪🇺🇩🇪, YIMBY, sailing, Taylor Swift stan account, €federalist, cherry MX blues, @altc0sta",4190400286,Costa,714,3551,16,53382,costa11235,False
4,14342200,author_id: 14342200,coversation_id: 735770127564607489,735770127564607489,2020-12-08T14:27:10.000Z,"[{'start': 0, 'end': 13, 'username': 'DavidDavisMP', 'id': '2797521996'}]",1336316392036061189,id: 1336316392036061189,2797521996,und,0,0,0,0,"[{'type': 'replied_to', 'id': '735770127564607489'}]",everyone,Twitter for Android,@DavidDavisMP https://t.co/74GuPG6qQP,2008-04-09T14:45:17.000Z,"Centrist Dad, looking for an easier life, hate brexit, love football and the occasional glass of refreshment 😉🍺",14342200,Andrew Dallin🇺🇦,454,1807,11,23177,adallin,False
5,1244546571997515776,author_id: 1244546571997515776,coversation_id: 735770127564607489,735770127564607489,2020-09-30T15:49:55.000Z,"[{'start': 0, 'end': 13, 'username': 'DavidDavisMP', 'id': '2797521996'}]",1311332454079377411,id: 1311332454079377411,2797521996,en,0,0,0,0,"[{'type': 'replied_to', 'id': '735770127564607489'}]",everyone,Twitter for Android,@DavidDavisMP Feckwit.,2020-03-30T08:46:58.000Z,"Retired and loving it.
Anti tory 'till I die.
Motorbike racing.
Golf.
That's it really.
#ToryScum",1244546571997515776,Peter,2013,2179,4,9252,peterthor70,False
6,337654051,author_id: 337654051,coversation_id: 735770127564607489,735770127564607489,2020-09-30T14:58:49.000Z,"[{'start': 0, 'end': 13, 'username': 'DavidDavisMP', 'id': '2797521996'}]",1311319594708107264,id: 1311319594708107264,2797521996,en,0,0,0,0,"[{'type': 'replied_to', 'id': '735770127564607489'}]",everyone,Twitter for iPhone,@DavidDavisMP This should be etched on your gravestone. Charlatan.,2011-07-18T11:14:41.000Z,🇪🇺,337654051,untitled,338,1154,1,26369,untitled_I,False
7,20931292,author_id: 20931292,coversation_id: 735770127564607489,735770127564607489,2020-09-30T14:38:12.000Z,"[{'start': 0, 'end': 13, 'username': 'DavidDavisMP', 'id': '2797521996'}]",1311314406785990656,id: 1311314406785990656,2797521996,en,0,0,0,0,"[{'type': 'replied_to', 'id': '735770127564607489'}]",everyone,Twitter Web App,@DavidDavisMP tick tock...,2009-02-15T19:40:11.000Z,🐺🍐🍺🏌️‍♂️🎱🇬🇧🇪🇺 🏏🏃‍♂️ likes aren't endorsements.,20931292,Rob Weaver,1052,1946,53,56818,robweaverwm,False
8,272995608,author_id: 272995608,coversation_id: 735770127564607489,735770127564607489,2020-09-30T14:10:26.000Z,"[{'start': 0, 'end': 13, 'username': 'DavidDavisMP', 'id': '2797521996'}]",1311307421256765447,id: 1311307421256765447,2797521996,en,0,0,0,0,"[{'type': 'replied_to', 'id': '735770127564607489'}]",everyone,Twitter Web App,@DavidDavisMP You didn't know that Germany can't make deals...?,2011-03-27T16:16:37.000Z,Wear a mask,272995608,wendy,986,188,18,77499,onewendy,False
9,1122123879403675648,author_id: 1122123879403675648,coversation_id: 735770127564607489,735770127564607489,2020-09-30T13:24:15.000Z,"[{'start': 0, 'end': 13, 'username': 'DavidDavisMP', 'id': '2797521996'}]",1311295795728125957,id: 1311295795728125957,2797521996,en,0,0,0,0,"[{'type': 'replied_to', 'id': '735770127564607489'}]",everyone,Twitter Web App,@DavidDavisMP Keep dreaming.,2019-04-27T13:02:35.000Z,"Citizen of Europe and passionate about the environment.  Negationists & covidiots will be blocked. And, yes, brexit is a con.",1122123879403675648,Elena 🌻🌻🌻🇪🇺🏳️‍🌈🇮🇹🇬🇧 😷,1046,1161,2,20630,ElenaForEurope,False
