,author_id,author_id_new,conv_id_new,conversation_id,created_at,entities.mentions,id,id_new,in_reply_to_user_id,lang,public_metrics.like_count,public_metrics.quote_count,public_metrics.reply_count,public_metrics.retweet_count,referenced_tweets,reply_settings,source,text,users.created_at,users.description,users.id,users.name,users.public_metrics.followers_count,users.public_metrics.following_count,users.public_metrics.listed_count,users.public_metrics.tweet_count,users.username,users.verified,users.withheld.country_codes,users.withheld.scope
0,762023020047298560,author_id: 762023020047298560,coversation_id: 994261211511443456,994261211511443456,2018-05-26T21:23:31.000Z,"[{'start': 0, 'end': 10, 'username': 'JunckerEU', 'id': '169426475'}]",1000487619795521536,id: 1000487619795521536,169426475,lt,0,0,0,0,"[{'type': 'replied_to', 'id': '994261211511443456'}]",everyone,Twitter Web App,@JunckerEU BeiMeno. https://t.co/8Cm1Jp4vml,2016-08-06T20:30:20.000Z,,762023020047298560,Enrico,5,42,0,1297,Miringo17,False,,
1,3095567249,author_id: 3095567249,coversation_id: 994261211511443456,994261211511443456,2018-05-19T22:08:55.000Z,"[{'start': 0, 'end': 10, 'username': 'JunckerEU', 'id': '169426475'}]",997962331429720064,id: 997962331429720064,169426475,de,1,0,0,0,"[{'type': 'replied_to', 'id': '994261211511443456'}]",everyone,Twitter for Android,"@JunckerEU Für unsere Kinder wollen wir nicht, im keinen Fall, das Europa mit Karl Marx-Skulpturen!",2015-03-18T22:36:38.000Z,,3095567249,Michal Kukula,7,73,0,48,MichalKukula,False,,
2,975415933454995461,author_id: 975415933454995461,coversation_id: 994261211511443456,994261211511443456,2018-05-19T08:52:23.000Z,"[{'start': 0, 'end': 10, 'username': 'JunckerEU', 'id': '169426475'}]",997761876728610816,id: 997761876728610816,169426475,und,0,0,0,0,"[{'type': 'replied_to', 'id': '994261211511443456'}]",everyone,Twitter Web Client,@JunckerEU  https://t.co/R2lIB2z91A,2018-03-18T16:57:35.000Z,,975415933454995461,TowarzyszSpinelli,14,86,1,2675,TowarzyszSpinel,False,,
3,975415933454995461,author_id: 975415933454995461,coversation_id: 994261211511443456,994261211511443456,2018-05-19T08:52:17.000Z,"[{'start': 0, 'end': 10, 'username': 'JunckerEU', 'id': '169426475'}]",997761852011700224,id: 997761852011700224,169426475,und,0,0,0,0,"[{'type': 'quoted', 'id': '997742370241249280'}, {'type': 'replied_to', 'id': '994261211511443456'}]",everyone,Twitter Web Client,@JunckerEU https://t.co/yjW2pRVGnx,2018-03-18T16:57:35.000Z,,975415933454995461,TowarzyszSpinelli,14,86,1,2675,TowarzyszSpinel,False,,
4,975415933454995461,author_id: 975415933454995461,coversation_id: 994261211511443456,994261211511443456,2018-05-13T10:29:12.000Z,"[{'start': 0, 'end': 10, 'username': 'JunckerEU', 'id': '169426475'}]",995611912011505664,id: 995611912011505664,169426475,und,0,0,0,0,"[{'type': 'replied_to', 'id': '994261211511443456'}]",everyone,Twitter Web Client,@JunckerEU https://t.co/kxkyV0Tdcv,2018-03-18T16:57:35.000Z,,975415933454995461,TowarzyszSpinelli,14,86,1,2675,TowarzyszSpinel,False,,
5,978372296850264065,author_id: 978372296850264065,coversation_id: 994261211511443456,994261211511443456,2018-05-16T18:38:28.000Z,"[{'start': 0, 'end': 10, 'username': 'JunckerEU', 'id': '169426475'}]",996822203927814145,id: 996822203927814145,169426475,en,0,0,0,0,"[{'type': 'replied_to', 'id': '994261211511443456'}]",everyone,Twitter Web Client,"@JunckerEU STOP XENOPHOBIA!
STOP RACISM!
STOP FASCISM!
STOP CATALAN SUPREMACISM!

Help us Europe! The pro-independence Catalan racist movement wants to do an Apartheid in Catalonia because of their xenophobia against Spain. HELP US EUROPE!

https://t.co/7OJnQ52u0C",2018-03-26T20:45:07.000Z,“La virtud esta en el centro”.,978372296850264065,Centrocracia,2,16,0,1199,centrocracia,False,,
6,978007268796006400,author_id: 978007268796006400,coversation_id: 994261211511443456,994261211511443456,2018-05-15T15:18:05.000Z,"[{'start': 0, 'end': 10, 'username': 'JunckerEU', 'id': '169426475'}]",996409391497859072,id: 996409391497859072,169426475,de,1,0,0,0,"[{'type': 'replied_to', 'id': '994261211511443456'}]",everyone,Twitter Web App,"@JunckerEU Herr Junker. Vielen Dank für Ihr wenig Interesse an Steuergerechtigkeit, klare Worte gegen rechten Populismus und Chancengleochheit aller Menschen in Europa. Sofortige Neuwahlen.",2018-03-25T20:34:38.000Z,Respekt vor der Lebensleistung anderer. Verantwortungsvoll zu Familie und im Job.,978007268796006400,CT,36,101,0,5043,Holgerm22134479,False,,
7,850990132358520832,author_id: 850990132358520832,coversation_id: 994261211511443456,994261211511443456,2018-05-15T09:44:54.000Z,"[{'start': 0, 'end': 10, 'username': 'JunckerEU', 'id': '169426475'}]",996325539370676224,id: 996325539370676224,169426475,en,0,0,0,0,"[{'type': 'replied_to', 'id': '994261211511443456'}]",everyone,Twitter Web App,"@JunckerEU https://t.co/gIDANqsiR7

Catalonia appoints the first racist president of the European Union.

He says what Puigdemont thinks.",2017-04-09T08:33:52.000Z,,850990132358520832,Hasta siempre...,364,0,9,18931,OoooooooDe,False,,
8,912397517194711041,author_id: 912397517194711041,coversation_id: 994261211511443456,994261211511443456,2018-05-12T20:19:36.000Z,"[{'start': 0, 'end': 10, 'username': 'JunckerEU', 'id': '169426475'}, {'start': 28, 'end': 35, 'username': 'RT_com', 'id': '64643056'}]",995398105351835648,id: 995398105351835648,169426475,in,0,0,0,0,"[{'type': 'quoted', 'id': '995395435392094208'}, {'type': 'replied_to', 'id': '994261211511443456'}]",everyone,Twitter for Android,@JunckerEU Vezi Tweetul lui @RT_com: https://t.co/rMNNHqvZ7R,2017-09-25T19:24:54.000Z,Europe is for Europeans.,912397517194711041,Danny Grigores,40,61,0,2893,DGrigores,False,,
9,4187684986,author_id: 4187684986,coversation_id: 994261211511443456,994261211511443456,2018-05-11T16:44:51.000Z,"[{'start': 0, 'end': 10, 'username': 'JunckerEU', 'id': '169426475'}]",994981671547166720,id: 994981671547166720,169426475,de,0,0,0,0,"[{'type': 'replied_to', 'id': '994261211511443456'}]",everyone,Twitter Web Client,"@JunckerEU jetzt tust Du elendiger Menschenverachter so, als ob DICH die Menschen in der Scheiss EU wirklich interessieren? Geh saufen - was anderes kannst DU eh nicht!!!",2015-11-14T16:42:25.000Z,"mir ist egal ob jemandem gefällt, was ich schreibe - ich mache aus meinem Herz keine Mördergrube",4187684986,Wolf Hansen,853,0,14,15638,WolfHansen,False,,
10,507924567,author_id: 507924567,coversation_id: 994261211511443456,994261211511443456,2018-05-11T12:23:08.000Z,"[{'start': 0, 'end': 10, 'username': 'JunckerEU', 'id': '169426475'}]",994915810383618048,id: 994915810383618048,169426475,de,1,0,0,0,"[{'type': 'replied_to', 'id': '994261211511443456'}]",everyone,Twitter for Android,@JunckerEU Arbeit arbeit...nicht so viel sprechen!!!,2012-02-28T21:08:58.000Z,Scacco al re,507924567,Matto,79,318,0,1900,75OK,False,,
11,507924567,author_id: 507924567,coversation_id: 994261211511443456,994261211511443456,2018-05-11T12:20:37.000Z,"[{'start': 0, 'end': 10, 'username': 'JunckerEU', 'id': '169426475'}]",994915178444713984,id: 994915178444713984,169426475,und,0,0,0,0,"[{'type': 'replied_to', 'id': '994261211511443456'}]",everyone,Twitter for Android,@JunckerEU Ja.,2012-02-28T21:08:58.000Z,Scacco al re,507924567,Matto,79,318,0,1900,75OK,False,,
12,854659337695965185,author_id: 854659337695965185,coversation_id: 994261211511443456,994261211511443456,2018-05-11T12:06:28.000Z,"[{'start': 0, 'end': 10, 'username': 'JunckerEU', 'id': '169426475'}]",994911615576428544,id: 994911615576428544,169426475,en,0,0,0,0,"[{'type': 'replied_to', 'id': '994261211511443456'}]",everyone,Twitter Web App,@JunckerEU Promise formally and publically.,2017-04-19T11:33:59.000Z,messenger of God. visiting scholar at Duke University(2015-2016). PhD degree holder,854659337695965185,jane,57,170,1,30738,stonemessenger1,False,,
13,854659337695965185,author_id: 854659337695965185,coversation_id: 994261211511443456,994261211511443456,2018-05-11T12:04:37.000Z,"[{'start': 0, 'end': 10, 'username': 'JunckerEU', 'id': '169426475'}]",994911148720951298,id: 994911148720951298,169426475,en,0,0,0,0,"[{'type': 'replied_to', 'id': '994261211511443456'}]",everyone,Twitter Web App,"@JunckerEU I will see nobody but Emmanuel, who need my support currently, till next weekend. But all depends on him.",2017-04-19T11:33:59.000Z,messenger of God. visiting scholar at Duke University(2015-2016). PhD degree holder,854659337695965185,jane,57,170,1,30738,stonemessenger1,False,,
14,854659337695965185,author_id: 854659337695965185,coversation_id: 994261211511443456,994261211511443456,2018-05-11T11:20:44.000Z,"[{'start': 0, 'end': 10, 'username': 'JunckerEU', 'id': '169426475'}]",994900107945443328,id: 994900107945443328,169426475,en,0,0,0,0,"[{'type': 'replied_to', 'id': '994261211511443456'}]",everyone,Twitter Web App,"@JunckerEU But declined in the years to follow, inactive even today, more political elements involved, economy oriented guidance should be encouraged worldwide.",2017-04-19T11:33:59.000Z,messenger of God. visiting scholar at Duke University(2015-2016). PhD degree holder,854659337695965185,jane,57,170,1,30738,stonemessenger1,False,,
15,854659337695965185,author_id: 854659337695965185,coversation_id: 994261211511443456,994261211511443456,2018-05-11T10:59:17.000Z,"[{'start': 0, 'end': 10, 'username': 'JunckerEU', 'id': '169426475'}]",994894708399853568,id: 994894708399853568,169426475,en,0,0,0,0,"[{'type': 'replied_to', 'id': '994261211511443456'}]",everyone,Twitter Web App,"@JunckerEU OEEC played an important role in history, who provided the framework for negotiations aimed at determining conditions for setting up a European Free Trade Area, to bring together the Common Market of the Six and the other OEEC members on a multilateral basis.",2017-04-19T11:33:59.000Z,messenger of God. visiting scholar at Duke University(2015-2016). PhD degree holder,854659337695965185,jane,57,170,1,30738,stonemessenger1,False,,
16,854659337695965185,author_id: 854659337695965185,coversation_id: 994261211511443456,994261211511443456,2018-05-11T10:47:20.000Z,"[{'start': 0, 'end': 10, 'username': 'JunckerEU', 'id': '169426475'}]",994891699636891648,id: 994891699636891648,169426475,en,0,0,0,0,"[{'type': 'replied_to', 'id': '994261211511443456'}]",everyone,Twitter Web App,"@JunckerEU Knowledge system to have boosted every aspects of modern economy as EU did, almost the same platform will result in incredible outcomes in mutually beneficial principles.",2017-04-19T11:33:59.000Z,messenger of God. visiting scholar at Duke University(2015-2016). PhD degree holder,854659337695965185,jane,57,170,1,30738,stonemessenger1,False,,
17,854659337695965185,author_id: 854659337695965185,coversation_id: 994261211511443456,994261211511443456,2018-05-11T10:44:43.000Z,"[{'start': 0, 'end': 10, 'username': 'JunckerEU', 'id': '169426475'}]",994891041064054786,id: 994891041064054786,169426475,en,0,0,0,0,"[{'type': 'replied_to', 'id': '994261211511443456'}]",everyone,Twitter Web App,"@JunckerEU Currently, there is delegation from EU to OECD like ambassador for consultation, survey and etc., Cooperation in other field, what I mean here refers to economic cooperation with member states of OECD, who are well developed economies in high level technology and intelligence",2017-04-19T11:33:59.000Z,messenger of God. visiting scholar at Duke University(2015-2016). PhD degree holder,854659337695965185,jane,57,170,1,30738,stonemessenger1,False,,
